Player,Matchup,League,Category,PrizePicks Line,RotoWire Proj,RotoWire Proj
Spencer Rattler,vs Clemson,CFB2H,Fantasy Score,8.5,8.67,2.01%
Diogo Dalot,@ EVE,SOCCER,Tackles,1.5,1.53,2.00%
Joshua Dobbs,vs CHI,NFL,Pass Completions,21.5,21.07,-2.00%
Pablo Rosario,vs TFC,SOCCER,Tackles,1.5,1.47,-2.00%
Johnny Russell,@ HOU,SOCCER,Shots,2,1.96,-2.00%
Chris Olave,@ ATL,NFL,Fantasy Score,14,13.73,-1.96%
Will Levis,vs CAR,NFL,Pass + Rush Yds,206.5,202.50,-1.94%
D.J. Moore,@ MIN,NFL,Receptions,4.5,4.59,1.94%
Desmond Ridder,vs NO,NFL,Fantasy Score,12.5,12.74,1.89%
Valeri Nichushkin,vs CGY,NHL,Shots on Goal,3,3.06,1.88%
Kevin Concepcion,vs North Carolina,CFB2H,Fantasy Score,8.5,8.66,1.88%
Bijan Robinson,vs NO,NFL,Rush + Rec Yds,80.5,79.00,-1.86%
Eddy Pineiro,@ TEN,NFL,Kicking Points,5.5,5.60,1.86%
Michael Pittman Jr.,vs TB,NFL,Receiving Yards,70.5,69.21,-1.83%
Herbert Jones,@ UTA,NBA1H,Pts+Rebs+Asts,10.5,10.31,-1.83%
James Conner,vs LAR,NFL,Rush Attempts,16.5,16.20,-1.82%
Miles Sanders,@ TEN,NFL,Receiving Yards,10.5,10.69,1.82%
Ross Colton,vs CGY,NHL,Shots on Goal,2,2.04,1.82%
Jakobi Meyers,vs KC,NFL,Targets,5.5,5.40,-1.82%
Russell Wilson,vs CLE,NFL,Pass Attempts,27.5,27.00,-1.82%
Kyren Williams,@ ARI,NFL,Rush Yards,57.5,58.53,1.78%
Cade Otton,@ IND,NFL1H,Fantasy Score,3.5,3.44,-1.78%
Derek Carr,@ ATL,NFL,Pass Completions,21.5,21.12,-1.77%
James Conner,vs LAR,NFL,Receiving Yards,12.5,12.72,1.76%
Chris Boswell,@ CIN,NFL,FG Made,1.5,1.53,1.73%
Chris Godwin,@ IND,NFL1H,Fantasy Score,6.5,6.39,-1.73%
Will Levis,vs CAR,NFL,Pass Yards,199.5,196.06,-1.72%
Devin Singletary,vs JAX,NFL1H,Fantasy Score,5,5.09,1.71%
John Collins,vs NOP,NBA,Blks+Stls,1.5,1.53,1.71%
Kyler Murray,vs LAR,NFL,Pass + Rush Yds,266.5,261.96,-1.70%
Gardner Minshew,vs TB,NFL,Pass Completions,22.5,22.87,1.65%
Kareem Hunt,@ DEN,NFL1H,Rush Yards,19.5,19.82,1.64%
Justin Herbert,vs BAL,NFL,Pass Completions,23.5,23.12,-1.64%
Gus Edwards,@ LAC,NFL,Rush Attempts,12.5,12.30,-1.60%
Stefon Diggs,@ PHI,NFL,Receiving Yards,78.5,79.70,1.53%
Kawhi Leonard,vs DAL,NBA,Fantasy Score,39.5,38.90,-1.53%
Trevor Lawrence,@ HOU,NFL,Fantasy Score,19,19.29,1.52%
Khalil Herbert,@ MIN,NFL,Rush Yards,55.5,54.68,-1.48%
Gardner Minshew,vs TB,NFL,Fantasy Score,15.5,15.73,1.47%
Grant Williams,@ LAC,NBA1Q,Points,2.5,2.46,-1.45%
Matthew Stafford,@ ARI,NFL1H,Pass Yards,117.5,115.85,-1.40%
Jason Zucker,@ VGK,NHL,Shots on Goal,2,1.97,-1.39%
Saquon Barkley,vs NE,NFL,Rush Yards,72.5,71.50,-1.38%
Luka Doncic,@ LAC,NBA,Assists,8,7.89,-1.36%
Blake Grupe,@ ATL,NFL,Kicking Points,6.5,6.59,1.35%
Luka Doncic,@ LAC,NBA,Fantasy Score,53.5,52.78,-1.34%
Jerome Ford,@ DEN,NFL1H,Rush Yards,25.5,25.84,1.34%
Robin Zentner,@ TSG,SOCCER,Goalie Saves,3,3.04,1.33%
Federico Dimarco,@ JUV,SOCCER,Tackles,1.5,1.52,1.33%
Matt Prater,vs LAR,NFL,Kicking Points,6.5,6.59,1.33%
Jaylen Warren,@ CIN,NFL,Fantasy Score,11.5,11.35,-1.32%
Jakobi Meyers,vs KC,NFL1H,Fantasy Score,4.5,4.44,-1.30%
Keyonte George,vs NOP,NBA1H,Pts+Rebs+Asts,11.5,11.65,1.30%
Russell Westbrook,vs DAL,NBA,Pts+Rebs,13.5,13.33,-1.24%
Jake Browning,vs PIT,NFL,Pass Yards,206.5,204.00,-1.21%
Herbert Jones,@ UTA,NBA,Points,12.5,12.65,1.19%
Chris Boswell,@ CIN,NFL,Kicking Points,6.5,6.58,1.19%
Keaton Mitchell,@ LAC,NFL,Rush Yards,42.5,43.00,1.18%
Travis Kelce,@ LV,NFL,Targets,8.5,8.60,1.18%
Devin Singletary,vs JAX,NFL,Rush + Rec Yds,62.5,61.78,-1.15%
Courtland Sutton,vs CLE,NFL,Receiving Yards,44.5,44.00,-1.12%
Michael Pittman Jr.,vs TB,NFL,Targets,9,8.90,-1.11%
Simone Fontecchio,vs NOP,NBA,Pts+Asts,10.5,10.40,-0.99%
Derrick Henry,vs CAR,NFL,Touchdowns,0.5,0.50,0.96%
Evan Engram,@ HOU,NFL,Receiving Yards,45.5,45.10,-0.88%
Nico Collins,vs JAX,NFL1H,Receiving Yards,30.5,30.24,-0.87%
Jonnu Smith,vs NO,NFL,Receiving Yards,27.5,27.26,-0.87%
Keyonte George,vs NOP,NBA,Pts+Rebs+Asts,23.5,23.30,-0.85%
Matthew Stafford,@ ARI,NFL,Pass TDs,1.5,1.49,-0.84%
C.J. Stroud,vs JAX,NFL,Pass Completions,23.5,23.31,-0.81%
Joshua Dobbs,vs CHI,NFL,Pass Yards,227.5,225.68,-0.80%
Kyren Williams,@ ARI,NFL1H,Rush Yards,29.5,29.26,-0.80%
George Pickens,@ CIN,NFL1H,Receiving Yards,22.5,22.32,-0.79%
Tyjae Spears,vs CAR,NFL,Receptions,2.5,2.48,-0.77%
Tyjae Spears,vs CAR,NFL,Receptions,2.5,2.48,-0.77%
DeAndre Hopkins,vs CAR,NFL,Fantasy Score,12.5,12.59,0.75%
Travis Etienne,@ HOU,NFL,Rush Yards,66.5,67.00,0.75%
Stefon Diggs,@ PHI,NFL,Receptions,6.5,6.45,-0.73%
Justin Fields,@ MIN,NFL,Pass Yards,192.5,191.14,-0.71%
Lamar Jackson,@ LAC,NFL,Pass Attempts,28,27.80,-0.71%
Luka Doncic,@ LAC,NBA,Rebs+Asts,17,17.12,0.70%
Keon Coleman,@ Florida,CFB2H,Fantasy Score,6.5,6.46,-0.68%
Wan'Dale Robinson,vs NE,NFL,Receiving Yards,29.5,29.70,0.68%
Domenico Berardi,@ EMP,SOCCER,Shots,3,2.98,-0.67%
Brandon McManus,@ HOU,NFL,Kicking Points,7.5,7.55,0.67%
Calvin Ridley,@ HOU,NFL1H,Fantasy Score,6,5.96,-0.66%
Jonas Valanciunas,@ UTA,NBA,Fantasy Score,35,35.22,0.63%
Wil Lutz,vs CLE,NFL,FG Made,1.5,1.49,-0.63%
Joshua Dobbs,vs CHI,NFL,Pass Attempts,32.5,32.30,-0.62%
Khalil Herbert,@ MIN,NFL1H,Rush Yards,27.5,27.34,-0.58%
Trevor Lawrence,@ HOU,NFL,Pass + Rush Yds,277.5,275.92,-0.57%
Spencer Rattler,vs Clemson,CFB2H,Pass Yards,124.5,125.14,0.51%
Lucas Ocampos,@ RSO,SOCCER,Shots,2,1.99,-0.50%
John Collins,vs NOP,NBA,Rebounds,8,8.04,0.47%
Russell Westbrook,vs DAL,NBA1H,Pts+Rebs+Asts,8.5,8.54,0.46%
Russell Westbrook,vs DAL,NBA,Pts+Rebs+Asts,17,17.08,0.46%
Kyle Pitts,vs NO,NFL1H,Fantasy Score,4,3.98,-0.42%
Kyle Pitts,vs NO,NFL,Fantasy Score,8,7.97,-0.42%
Chris Boswell,@ CIN,NFL,Fantasy Score,7.5,7.47,-0.38%
Jerome Ford,@ DEN,NFL,Rush Yards,51.5,51.68,0.36%
Trey McBride,vs LAR,NFL,Receiving Yards,51.5,51.68,0.35%
Kareem Hunt,@ DEN,NFL,Rush Yards,39.5,39.64,0.35%
Marco Bizot,@ MON,SOCCER,Goalie Saves,3,3.01,0.33%
Patrick Mahomes,@ LV,NFL,Pass Attempts,34.5,34.40,-0.29%
Rhamondre Stevenson,@ NYG,NFL,Receptions,3,2.99,-0.27%
Kawhi Leonard,vs DAL,NBA1H,Fantasy Score,19.5,19.45,-0.26%
Dyson Daniels,@ UTA,NBA,Pts+Rebs,14.5,14.47,-0.22%
George Pickens,@ CIN,NFL,Fantasy Score,9.5,9.52,0.20%
Blake Grupe,@ ATL,NFL,Fantasy Score,7.5,7.51,0.17%
Dyson Daniels,@ UTA,NBA1H,Points,4.5,4.49,-0.16%
Saquon Barkley,vs NE,NFL,Rush + Rec Yds,95.5,95.63,0.14%
Justin Herbert,vs BAL,NFL,Pass Yards,252.5,252.70,0.08%
Travis Etienne,@ HOU,NFL,Fantasy Score,15,14.99,-0.07%
Trevor Lawrence,@ HOU,NFL,Pass Yards,257.5,257.67,0.07%
Travis Etienne,@ HOU,NFL1H,Fantasy Score,7.5,7.49,-0.07%
Nico Collins,vs JAX,NFL,Receiving Yards,60.5,60.47,-0.05%
Stefon Diggs,@ PHI,NFL,Targets,9.5,9.50,0.00%
Bijan Robinson,vs NO,NFL,Rush Attempts,13.5,13.50,0.00%
Keaton Mitchell,@ LAC,NFL1H,Rush Yards,21.5,21.50,0.00%
Davante Adams,vs KC,NFL,Targets,9.5,9.50,0.00%
